combination,minutes,target,trailing,trailing type,net profit,max drawdown,profit/dd,total trades,percent profitable,max con loss,sharpe ratio
276,6,20.0,0.4,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
277,6,20.0,0.6,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
278,6,20.0,0.6,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
279,6,20.0,0.8,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
280,6,20.0,0.8,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
281,6,24.0,0.2,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
282,6,24.0,0.2,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
283,6,24.0,0.4,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
284,6,24.0,0.4,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
285,6,24.0,0.6,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
286,6,24.0,0.6,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
287,6,24.0,0.8,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
288,6,24.0,0.8,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
289,10,4.0,0.2,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
290,10,4.0,0.2,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
291,10,4.0,0.4,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
292,10,4.0,0.4,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
293,10,4.0,0.6,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
294,10,4.0,0.6,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
295,10,4.0,0.8,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
296,10,4.0,0.8,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
297,10,8.0,0.2,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
298,10,8.0,0.2,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
299,10,8.0,0.4,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
300,10,8.0,0.4,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
301,10,8.0,0.6,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
302,10,8.0,0.6,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
303,10,8.0,0.8,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
304,10,8.0,0.8,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
305,10,12.0,0.2,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
306,10,12.0,0.2,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
307,10,12.0,0.4,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
